Number,Player Nickname
1843,relaxxie
1844,relentless
1845,remix
1846,remorse
1847,renatoohaxx
1848,rendY
1849,replay
1850,reversive
1851,revoltz
1852,rexoKIM
1853,rexxie
1854,reyoz
1855,s-chilla
1856,s0ki
1857,s0und
1858,s1cko
1859,s1mple
1860,s1n
1861,s1non
1862,s1renaa
1863,s4ltovsk1yy
1864,sACEr
1865,sAvana1
1866,sFade8
1867,saadzin
1868,sacrifice
1869,sad
1870,saffee
1871,sakamoto
1872,sakura
1873,salazar
1874,salmon
1875,samee
1876,sanT
1877,sanc
1878,sapphire
1879,sarenii
1880,sasha
1881,sathsea
1882,sausol
1883,sava9e
1884,sayN
1885,scar
1886,scarface
1887,sckrafft
1888,scolleN
1889,sdy
1890,seNsite
1891,seabraez
1892,seas
1893,segalla
1894,seized
1895,semtex
1896,senka
1897,sense
1898,sential
1899,sergelen19k
1900,serv0
1901,seziwana
1902,sh1geo
1903,t0kk
1904,t0mmyyy
1905,t1murj4N
1906,t3ns1on
1907,t4tty
1908,t9rnay
1909,tAk
1910,tBone
1911,tENZY
1912,tN1R
1913,tO0RO
1914,tabseN
1915,tacitus
1916,tad
1917,taggy
1918,taidao
1919,takanashi
1920,taken
1921,tako
1922,talkzyn
1923,tamizinha
1924,tanxiaomei
1925,tarturb0b
1926,tasman
1927,tatazin
1928,tatm
1929,tein
1930,tele D
1931,teme
1932,tenweri
1933,tess
1934,tex1y
1935,tgN
1936,thamlike
1937,thecatt
1938,timeagento
1939,timid
1940,timo
1941,tinjau
1942,titulus
1943,tiziaN
1944,tlx
1945,toasty
1946,tock
1947,togs
1948,tohru
1949,tokkis
1950,tokuzo
1951,tom1jed
1952,tomaszin
1953,tomate
1954,tomiko
1955,uDEADSHOT
1956,uhKelsie
1957,ujliana
1958,uli
1959,ultimate
1960,unknxwn
1961,unshaark
1962,upE
1963,urban0
1964,uulis
1965,v1spel
1966,v1trage
1967,v1w
1968,v1ze
1969,v3gee
1970,v4NO
1971,vAloN
1972,valde
1973,valencia
1974,valulu
1975,vanessa
1976,vanillaicey
1977,vanity
1978,vaq1337
1979,vein
1980,ven9
1981,venomzera
1982,verbal4buser
1983,versa
1984,vhs
1985,vicu
1986,vih
1987,vilga
1988,vin3
1989,vinaabEAST
1990,vincso
1991,vinhy
1992,violet
1993,viridian
1994,virree
1995,virtuoso
1996,viscera
1997,vision
1998,viz
1999,vlad
2000,vlady
2001,void
2002,volkjly
2003,volt
2004,voltera
2005,vsm
2006,vt0rnikk
2007,vzn
2008,w0mbat
2009,w0nderful
2010,w1
2011,w1dow
2012,w1nt3r
2013,w1sely
2014,w4rden
2015,wAwij
2016,wEAVER
2017,waZz
2018,wait
2019,walleN
2020,wallz1k
2021,warbringer
2022,wasiNk
2023,wave
2024,welnic
2025,weqt2
2026,wetfy
2027,wfn
2028,wh1teout
2029,whisper
2030,whsup
2031,wieenN
2032,wilj
2033,will1zera
2034,willi
2035,wipeout
2036,wist
2037,wiz
2038,woozzzi
2039,woxic
2040,wvfeun
2041,xJiNCh0
2042,xKacpersky
2043,xR4ze
2044,xReal
2045,xSpeed
2046,xam
2047,xartE
2048,xavi
2049,xc
2050,xdENiSZERA
2051,xeedo
2052,xelex
2053,xen
2054,xenization
2055,xerolte
2056,xertioN
2057,xetN
2058,xezr
2059,xfl0ud
2060,xiELO
2061,xia
2062,xiaosaGe
2063,xicoz
2064,xm1nd
2065,xnkka
2066,xns
2067,xonn1k
2068,xsany
2069,xsepower
2070,xseveN
2071,xuliana
2072,xureba
2073,yAmi
2074,ya talant
2075,yaankz
2076,yab0ku-
2077,yancher
2078,yato
2079,yc6
2080,yel
2081,yepz
2082,yiksrezo
2083,yilammm
2084,ykis
2085,yngsamurai
2086,yngtrxpstxr
2087,yoom
2088,yoshi
2089,youka
2090,yourwombat
2091,ysauro
2092,yuN
2093,yugo
2094,yuhuanKY
2095,yukitoro
2096,yungher
2097,yuramyata
2098,yuu
2099,yuurih
2100,yvro
2101,yxngstxr
2102,yz0
2103,z0mb1e
2104,z1Nny
2105,z1ayr
2106,z1egers
2107,z1k4
2108,z3ndeR
2109,z4kr
2110,z8z
2111,zAAz
2112,zEden
2113,zLNN
2114,z_nan
2115,zaNNN
2116,zaca
2117,zakarinh0
2118,zame
2119,zazzer
2120,zcuhn
2121,zdr
2122,zeRRoFIX
2123,zeak
2124,zealot
2125,zebra
2126,zed
2127,zede
2128,zeep
2129,zen
2130,zer0UKY
2131,zevy
2132,zewts
2133,zhoki
2134,zhokiNg
2135,zhuo9
2136,zitan
2137,zks
2138,zmb
2139,zock
2140,zock9
2141,zockie
2142,zodi
2143,zogeN
2144,zont1x
2145,zorte
2146,zqkS
2147,zs0lt1
2148,zteeek
2149,ztr
2150,zune
2151,zur1s
2152,zweih
2153,zy
2154,zyHan
2155,zykes
2156,zyme
2157,zypztw
